ge,du
2121,4
9096,4
3538,4
1235,4
94137,4
144577,4
56892,4
388743,4
64979,4
80298,4
57460,4
6704,4
132954,4
9663,4
7093,4
27284,4
4858,4
7700,4
79057,4
150677,4
3503,4
339327,4
2701,4
50853,4
8309,4
219621,4
27286,4
127391,4
87769,4
56986,4
90952,4
63926,4
23541,4
64386,4
55160,4
1545,4
81566,4
85460,4
5228,4
280658,4
10878,4
142891,4
55277,4
199857,4
148523,4
375323,4
10335,4
28231,4
342926,4
3483,4
759,4
122622,4
285025,4
4600,4
3495,4
55788,4
6754,4
339976,4
57471,4
259249,4
7562,4
221545,4
256309,4
8549,4
55101,4
79591,4
221833,4
6573,4
55010,4
4883,4
80271,4
286006,4
140803,4
7172,4
26138,4
168451,4
9033,4
85329,4
197320,4
84618,4
441273,4
30817,4
57574,4
85300,4
3294,4
57157,4
727956,4
91057,4
147686,4
348807,4
3779,4
51276,4
4880,4
286204,4
90133,4
26157,4
10158,4
65977,4
160857,4
4293,4
80000,4
683,4
26050,4
11096,4
97,4
163732,4
1565,4
25946,4
120526,4
11119,4
2251,4
440087,4
2813,4
3218,4
57224,4
79008,4
9331,4
338879,4
2529,4
340075,4
23275,4
154664,4
196883,4
152559,4
57153,4
134637,4
79800,4
253639,4
114800,4
5239,4
81894,4
253430,4
51398,4
79686,4
474344,4
400720,4
27121,4
55727,4
57537,4
51372,4
83844,4
643641,4
259230,4
90488,4
100128731,4
126638,4
548313,4
54826,4
1768,4
152217,4
2323,4
5053,4
57493,4
285148,4
123970,4
1241,4
1428,4
9831,4
4948,4
6865,4
84934,4
441519,4
401647,4
51022,4
5922,4
388753,4
1594,4
7179,4
79792,4
25914,4
55778,4
1581,4
57524,4
134728,4
121599,4
7596,4
9104,4
114836,4
201475,4
53905,4
55784,4
64772,4
80896,4
9679,4
28974,4
392360,4
2696,4
132851,4
2053,4
401466,4
2907,4
113402,4
54964,4
89801,4
115024,4
222235,4
116085,4
388536,4
284323,4
51232,4
90649,4
2921,4
55190,4
130026,4
2020,4
2914,4
730,4
378807,4
8492,4
387990,4
171177,4
757,4
129852,4
116039,4
550631,4
23169,4
11042,4
259240,4
84316,4
7424,4
54537,4
11199,4
5332,4
84250,4
139741,4
54857,4
55974,4
148741,4
80759,4
4359,4
80712,4
169166,4
1805,4
2134,4
84767,4
84561,4
400798,4
7576,4
54905,4
221044,4
153684,4
5956,4
50632,4
442523,4
57507,4
909,4
121355,4
6579,4
200315,4
3772,4
140432,4
8001,4
10715,4
84000,4
3203,4
84641,4
113691,4
11251,4
4902,4
23105,4
200909,4
374928,4
4648,4
441362,4
160065,4
10371,4
6019,4
2306,4
57185,4
115703,4
84645,4
79713,4
54103,4
343068,4
22854,4
57677,4
83446,4
6964,4
114825,4
222663,4
5456,4
26256,4
3338,4
9162,4
173,4
284076,4
145773,4
2825,4
7712,4
8226,4
57113,4
164153,4
54841,4
162466,4
643847,4
200942,4
5968,4
51005,4
197258,4
6414,4
9980,4
55180,4
360227,4
59340,4
100289678,4
285429,4
2635,4
79148,4
6017,4
101,4
26499,4
57119,4
441549,4
100287399,4
167681,4
7941,4
3136,4
91584,4
124,4
285237,4
9227,4
27075,4
54986,4
50859,4
54102,4
79629,4
10219,4
441058,4
9609,4
2867,4
148304,4
283209,4
2862,4
730112,4
387103,4
2658,4
133686,4
29841,4
388372,4
9398,4
6094,4
5961,4
389114,4
64111,4
90332,4
126017,4
375287,4
84693,4
55129,4
6291,4
23585,4
283461,4
339403,4
6361,4
50616,4
8620,4
79850,4
7567,4
375748,4
6759,4
22932,4
3590,4
137362,4
51066,4
8332,4
4493,4
8857,4
339122,4
259197,4
54345,4
92285,4
4990,4
23109,4
79161,4
10172,4
125061,4
22849,4
10850,4
3456,4
54868,4
407738,4
57604,4
57001,4
93134,4
152098,4
57217,4
5126,4
283897,4
91543,4
1082,4
84162,4
92211,4
152687,4
1088,4
4814,4
23245,4
138715,4
54981,4
64417,4
9934,4
23023,4
221749,4
160518,4
7783,4
9645,4
2334,4
7047,4
219833,4
64180,4
731,4
79777,4
282617,4
3748,4
388561,4
145873,4
6372,4
163081,4
126231,4
147929,4
64109,4
2814,4
160897,4
25976,4
10637,4
135154,4
140706,4
158880,4
728269,4
162515,4
26609,4
1134,4
57578,4
80201,4
115861,4
124411,4
1010,4
387778,4
9966,4
23596,4
3446,4
54558,4
151888,4
90249,4
28232,4
85019,4
54491,4
27087,4
254251,4
388115,4
1573,4
132949,4
83694,4
79864,4
389119,4
286676,4
11131,4
7350,4
56834,4
3574,4
23316,4
342979,4
9290,4
349565,4
54993,4
7693,4
116068,4
146542,4
9673,4
114771,4
130162,4
64860,4
163259,4
339416,4
56548,4
726,4
8705,4
285596,4
85014,4
55084,4
84223,4
84215,4
2297,4
57282,4
64240,4
339665,4
729967,4
94107,4
10343,4
1735,4
64598,4
56413,4
6703,4
92703,4
221016,4
51768,4
366,4
2995,4
25974,4
8821,4
83394,4
55332,4
27006,4
128229,4
164781,4
653857,4
157657,4
79870,4
84287,4
7439,4
133383,4
2834,4
57458,4
9071,4
98,4
4826,4
2687,4
94233,4
5672,4
4061,4
221786,4
1118,4
3291,4
90141,4
4901,4
201176,4
23767,4
112744,4
283652,4
26762,4
10886,4
342667,4
254268,4
4994,4
133308,4
80148,4
5016,4
57337,4
147657,4
1644,4
1850,4
116379,4
386617,4
164656,4
29942,4
414059,4
7380,4
84451,4
415,4
79098,4
57817,4
9806,4
8993,4
7092,4
114798,4
81614,4
3822,4
79661,4
401409,4
51286,4
113220,4
135932,4
11166,4
155,4
84911,4
4326,4
1306,4
252842,4
81856,3
359710,3
1375,3
55808,3
5205,3
1811,3
127540,3
144347,3
55230,3
339318,3
56604,3
100506144,3
58158,3
10804,3
201798,3
645922,3
4935,3
95681,3
162655,3
2999,3
168455,3
150084,3
64388,3
51267,3
57292,3
414919,3
83857,3
64167,3
118932,3
55552,3
51000,3
100127889,3
8609,3
57583,3
113791,3
140947,3
84830,3
342977,3
57126,3
90333,3
341405,3
6694,3
5470,3
84639,3
27106,3
79412,3
6665,3
9668,3
89866,3
401507,3
200844,3
623,3
92737,3
51378,3
10194,3
85453,3
84071,3
284697,3
728343,3
63973,3
3080,3
1101,3
27190,3
100526830,3
285671,3
81616,3
285349,3
10998,3
474381,3
79918,3
4828,3
64789,3
442229,3
727910,3
90019,3
401115,3
339761,3
388403,3
352999,3
2328,3
9899,3
2798,3
125144,3
541471,3
85315,3
222008,3
4037,3
4494,3
342931,3
83744,3
83550,3
10650,3
51201,3
23305,3
10867,3
57468,3
6029,3
284207,3
65243,3
57608,3
128674,3
5673,3
151473,3
644096,3
266971,3
7482,3
55298,3
162993,3
9992,3
255104,3
8714,3
5051,3
162699,3
497048,3
445815,3
26998,3
3567,3
25878,3
114131,3
129642,3
164091,3
56102,3
54896,3
197358,3
161823,3
91522,3
55640,3
347741,3
140733,3
131870,3
254295,3
1142,3
92312,3
28815,3
10873,3
8811,3
9674,3
93661,3
79805,3
51298,3
400745,3
284688,3
84622,3
404220,3
340273,3
401145,3
64430,3
5100,3
122773,3
144193,3
5075,3
118663,3
257236,3
126129,3
170482,3
80154,3
115286,3
339779,3
51195,3
26027,3
116444,3
146433,3
152273,3
54991,3
55345,3
3859,3
56751,3
140902,3
205147,3
54852,3
2900,3
9085,3
9635,3
100287428,3
7201,3
55654,3
134121,3
2543,3
339855,3
140679,3
200261,3
401190,3
161725,3
341359,3
56147,3
3806,3
10233,3
51029,3
25798,3
114900,3
728137,3
283629,3
100131827,3
644903,3
416,3
93129,3
6847,3
25770,3
140823,3
5346,3
51761,3
147650,3
196996,3
79413,3
55186,3
2628,3
89887,3
93058,3
9214,3
6586,3
56098,3
256380,3
8483,3
24147,3
144423,3
80341,3
6947,3
157869,3
285755,3
2595,3
8190,3
284071,3
151313,3
84765,3
90693,3
11023,3
26154,3
84803,3
3681,3
1117,3
57336,3
7789,3
58486,3
283659,3
122876,3
100287902,3
80309,3
56163,3
286097,3
26582,3
9751,3
2689,3
122402,3
56107,3
100133941,3
123745,3
158931,3
9390,3
28955,3
2845,3
79071,3
79609,3
50515,3
84436,3
55187,3
157506,3
643752,3
117531,3
29999,3
23539,3
4923,3
339044,3
284802,3
79789,3
402569,3
169693,3
54454,3
54207,3
554251,3
192286,3
140834,3
81575,3
4585,3
644019,3
1444,3
27012,3
9122,3
1961,3
375757,3
79135,3
168667,3
126917,3
57158,3
144406,3
65084,3
125875,3
84649,3
51266,3
90233,3
4185,3
152225,3
340533,3
28,3
84084,3
8913,3
9420,3
120227,3
90075,3
23544,3
131,3
339768,3
64115,3
57134,3
3292,3
25794,3
92806,3
6614,3
10734,3
246721,3
83479,3
8869,3
79725,3
4062,3
93663,3
137835,3
79949,3
50838,3
9856,3
124751,3
196792,3
161835,3
129049,3
3347,3
92154,3
3352,3
9256,3
441478,3
3213,3
79822,3
6529,3
11147,3
56242,3
348938,3
57624,3
158055,3
116844,3
553117,3
202299,3
159296,3
163351,3
50506,3
6988,3
8605,3
64806,3
342909,3
285193,3
400590,3
146754,3
166785,3
116369,3
145957,3
5003,3
22982,3
10630,3
64816,3
9289,3
11257,3
122651,3
338699,3
257629,3
51754,3
114826,3
284565,3
136227,3
284443,3
352909,3
11174,3
57475,3
54996,3
50805,3
114132,3
23630,3
161142,3
337971,3
3899,3
84964,3
11141,3
64600,3
1776,3
3730,3
1140,3
51167,3
152100,3
120224,3
1421,3
1427,3
11227,3
6699,3
5458,3
56062,3
2591,3
375686,3
83856,3
752014,3
728194,3
63923,3
1745,3
115908,3
79783,3
1179,3
79006,3
284573,3
7673,3
151176,3
100862685,3
57834,3
150244,3
9473,3
1960,3
134466,3
25992,3
148738,3
1043,3
8228,3
84775,3
374920,3
55107,3
9506,3
552889,3
2557,3
1301,3
84808,3
347344,3
27151,3
60482,3
25961,3
79183,3
51555,3
29881,3
161253,3
23252,3
7226,3
3816,3
55556,3
353355,3
114960,3
10777,3
57657,3
643866,3
130576,3
142683,3
266743,3
57139,3
143244,3
10178,3
55063,3
5457,3
3535,3
255798,3
84684,3
10924,3
91894,3
220869,3
200765,3
84334,3
3038,3
8704,3
8382,3
9957,3
116159,3
79925,3
170062,3
128346,3
6916,3
55966,3
79818,3
92960,3
50509,3
29933,3
81931,3
728358,3
5343,3
554235,3
147947,3
5153,3
8824,3
57663,3
140870,3
57709,3
653440,3
541466,3
2843,3
441046,3
124641,3
112487,3
349667,3
8532,3
408029,3
196294,3
139804,3
441381,3
4345,3
84288,3
344787,3
123036,3
10861,3
8528,3
200030,3
84750,3
56108,3
80206,3
84836,3
84837,3
83953,3
7364,3
4636,3
65251,3
9080,3
343071,3
22829,3
63933,3
3773,3
10974,3
1283,3
284613,3
64094,3
126248,3
57110,3
219285,3
55314,3
91351,3
100188893,3
57512,3
474,3
219402,3
80761,3
340146,3
392197,3
7044,3
2488,3
81492,3
151354,3
729238,3
553,3
734,3
761,3
5244,3
10686,3
5453,3
26872,3
79611,3
117,3
1585,3
282616,3
84992,3
123207,3
3346,3
50486,3
83787,3
78996,3
117579,3
51705,3
200539,3
3823,3
2979,3
64902,3
389690,3
147040,3
50604,3
91050,3
3062,3
4477,3
83480,3
23428,3
29801,3
7032,3
728175,3
100287898,3
402055,3
7620,3
8645,3
54149,3
57412,3
139065,3
53346,3
84628,3
341567,3
84691,3
124056,3
6539,3
90853,3
729085,3
347273,3
140032,3
56172,3
130813,3
219749,3
84332,3
11005,3
163051,3
29951,3
4360,3
11317,3
25833,3
441476,3
57453,3
389015,3
255520,3
90871,3
55801,3
8355,3
55894,3
54838,3
642475,3
9808,3
140732,3
8329,3
7561,3
7473,3
645104,3
125050,3
80194,3
64478,3
2169,3
127534,3
10863,3
81849,3
390637,3
92736,3
83850,3
255809,3
84465,3
337873,3
168400,3
90196,3
124925,3
91298,3
65985,3
7120,3
389792,3
345275,3
1014,3
51020,3
138429,3
55150,3
399669,3
8745,3
1307,3
85012,3
64766,3
79689,3
1208,3
64641,3
79906,3
148413,3
114041,3
83982,3
317761,3
6656,3
149076,3
253769,3
2692,3
11010,3
93408,3
554206,3
160824,3
1370,3
257062,3
727764,3
64137,3
157310,3
220074,3
57830,3
6398,3
57643,3
119369,3
79086,3
161502,3
414061,3
126969,3
729447,3
113235,3
131920,3
6557,3
90557,3
54768,3
4821,3
57526,3
643677,3
57125,3
130355,3
85442,3
1907,3
203859,3
55317,3
280636,3
51237,3
253832,3
2691,3
280660,3
163087,3
151531,3
22990,3
53942,3
283358,3
55530,3
5992,3
389434,3
64097,3
57623,3
164237,3
255919,3
84269,3
221981,3
124402,3
81688,3
64131,3
81693,3
79369,3
79974,3
10164,3
54674,3
11262,3
57600,3
90313,3
158158,3
201134,3
25850,3
219431,3
3938,3
2576,3
319,3
145553,3
23415,3
284390,3
84336,3
6359,3
57722,3
10149,3
201516,3
92017,3
400451,3
886,3
388558,3
158866,3
22844,3
55064,3
763,3
128653,3
2675,3
29114,3
137994,3
7177,3
3037,3
55672,3
100124700,3
153743,3
6324,3
79993,3
5545,3
128077,3
392617,3
125988,3
9340,3
153478,3
55344,3
6368,3
64582,3
389151,3
94032,3
158511,3
653820,3
5137,3
84792,3
118672,3
53831,3
84752,3
54860,3
113828,3
9881,3
10396,3
258,3
245806,3
374768,3
80832,3
79573,3
84769,3
2577,3
57494,3
2829,3
58475,3
2863,3
375035,3
377047,3
93550,3
115196,3
5408,3
23145,3
6954,3
10561,3
440068,3
140883,3
10407,3
139081,3
729533,3
246778,2
390212,2
2830,2
131669,2
5995,2
729359,2
729830,2
161829,2
59353,2
474382,2
163223,2
221692,2
83889,2
346653,2
151742,2
2738,2
84203,2
79755,2
100131211,2
285704,2
160298,2
255167,2
164022,2
64067,2
4500,2
23150,2
199786,2
400713,2
140767,2
577,2
10500,2
11173,2
128876,2
342357,2
92086,2
79603,2
162979,2
284309,2
10216,2
1769,2
150726,2
80816,2
84144,2
1770,2
169270,2
23205,2
388325,2
57828,2
154790,2
54760,2
134265,2
643382,2
28796,2
6527,2
2578,2
200403,2
8972,2
284276,2
119385,2
85463,2
222826,2
283129,2
1260,2
497049,2
401024,2
84275,2
122416,2
881,2
2116,2
399473,2
80168,2
56271,2
56884,2
124872,2
26658,2
25984,2
5314,2
100134934,2
57514,2
348158,2
283927,2
340205,2
29949,2
284370,2
143630,2
641367,2
267002,2
150681,2
129293,2
84900,2
317754,2
55113,2
84826,2
93659,2
27123,2
654254,2
51059,2
283417,2
5446,2
729428,2
2837,2
143162,2
79644,2
168507,2
50836,2
84519,2
727957,2
131408,2
153745,2
134187,2
492303,2
23033,2
84925,2
55079,2
149465,2
80737,2
1767,2
132321,2
400566,2
151835,2
5651,2
285600,2
126364,2
84077,2
80774,2
376497,2
5172,2
3067,2
83999,2
57211,2
139170,2
400629,2
4025,2
727837,2
56917,2
83957,2
54742,2
57343,2
3360,2
57101,2
85474,2
285643,2
148811,2
51252,2
85569,2
646938,2
85455,2
26248,2
147948,2
51277,2
2128,2
79716,2
9890,2
57733,2
253724,2
1608,2
285231,2
29906,2
91752,2
114794,2
79692,2
25812,2
56063,2
257068,2
155066,2
348094,2
54827,2
50940,2
124535,2
93210,2
10350,2
3769,2
1269,2
9843,2
151278,2
7627,2
57469,2
254263,2
25832,2
11148,2
26254,2
113675,2
143879,2
79788,2
51208,2
64863,2
4114,2
388559,2
440699,2
84929,2
96597,2
2326,2
116843,2
56603,2
10317,2
84109,2
728233,2
1668,2
26749,2
344657,2
54567,2
79024,2
283869,2
84417,2
339457,2
170825,2
404550,2
83636,2
10349,2
137872,2
8000,2
441400,2
56832,2
148418,2
83876,2
94160,2
101059938,2
90113,2
169200,2
1833,2
55303,2
3449,2
55258,2
221078,2
4051,2
140825,2
168433,2
7292,2
340784,2
124222,2
284805,2
114804,2
360023,2
120406,2
57577,2
2864,2
84709,2
219874,2
6706,2
23461,2
79895,2
22876,2
6815,2
26048,2
148345,2
954,2
57724,2
375449,2
7569,2
55076,2
79962,2
133558,2
64648,2
9083,2
7190,2
4761,2
4248,2
79812,2
285498,2
7682,2
55000,2
169436,2
132204,2
57478,2
9381,2
9481,2
113091,2
84968,2
442868,2
341032,2
440955,2
163115,2
64063,2
3578,2
10631,2
90523,2
90737,2
166647,2
374969,2
390594,2
4064,2
79782,2
23452,2
23315,2
3167,2
10281,2
1757,2
1750,2
9965,2
43849,2
8511,2
158293,2
953,2
126820,2
92196,2
729438,2
220202,2
113835,2
10858,2
54145,2
440157,2
60495,2
653464,2
342666,2
124149,2
8537,2
7115,2
116966,2
79605,2
10517,2
79729,2
124961,2
158431,2
79804,2
27147,2
401565,2
786,2
23625,2
284306,2
4975,2
649330,2
6903,2
55351,2
142680,2
25960,2
100129654,2
9542,2
83716,2
125965,2
654231,2
23261,2
5544,2
90204,2
84677,2
54579,2
6439,2
286464,2
221393,2
100528030,2
10866,2
56143,2
56140,2
282679,2
646960,2
8622,2
136306,2
6415,2
55855,2
313,2
114659,2
283600,2
139135,2
126014,2
57348,2
150921,2
401067,2
9211,2
79958,2
54944,2
284615,2
55776,2
2652,2
285521,2
170960,2
85417,2
168391,2
24150,2
117248,2
5619,2
152189,2
642636,2
84439,2
3425,2
147011,2
55713,2
64090,2
339168,2
123803,2
148213,2
79816,2
84671,2
399818,2
2555,2
317662,2
54511,2
84286,2
29931,2
8215,2
23784,2
148268,2
83742,2
89781,2
1418,2
56311,2
57194,2
158135,2
8681,2
84002,2
221400,2
245929,2
6899,2
9056,2
126402,2
400073,2
134860,2
260434,2
58495,2
114788,2
56666,2
100129885,2
25758,2
126549,2
10103,2
58538,2
162540,2
8294,2
25987,2
8082,2
284371,2
387597,2
10732,2
151507,2
11264,2
51006,2
7757,2
129787,2
8929,2
26333,2
54933,2
8968,2
114815,2
285989,2
60677,2
8603,2
22925,2
5652,2
245937,2
83740,2
441531,2
641700,2
126,2
57611,2
353189,2
56132,2
1120,2
55650,2
90288,2
4584,2
159091,2
317705,2
159371,2
280664,2
400954,2
390927,2
6296,2
284459,2
387911,2
6511,2
79730,2
387640,2
9002,2
27115,2
51214,2
56136,2
13,2
441282,2
51310,2
1592,2
152573,2
128408,2
84804,2
147694,2
284415,2
2165,2
158800,2
10864,2
643832,2
57467,2
53919,2
63974,2
81501,2
652276,2
642612,2
9942,2
54766,2
84933,2
246,2
8534,2
9313,2
55751,2
53345,2
5212,2
285668,2
254528,2
280,2
55450,2
6346,2
922,2
440419,2
644890,2
10071,2
84634,2
8547,2
414062,2
414325,2
375775,2
653567,2
149563,2
8685,2
283576,2
284085,2
124599,2
3750,2
157753,2
10911,2
728568,2
283579,2
23359,2
57103,2
27004,2
124491,2
10068,2
64077,2
284486,2
348801,2
728927,2
55567,2
1580,2
10993,2
151050,2
404216,2
27133,2
6007,2
150142,2
11283,2
4295,2
7146,2
2579,2
80739,2
50801,2
8357,2
56261,2
338645,2
147138,2
441520,2
22865,2
283160,2
81854,2
1761,2
59082,2
83849,2
10518,2
90226,2
797,2
4320,2
57705,2
29081,2
54937,2
339210,2
26149,2
10400,2
9986,2
3324,2
1015,2
11105,2
54621,2
153830,2
65217,2
1551,2
221357,2
83888,2
195827,2
4825,2
84620,2
79368,2
163688,2
79442,2
5146,2
388524,2
151556,2
28983,2
79752,2
56978,2
115950,2
24,2
353299,2
79973,2
84229,2
55018,2
728712,2
2835,2
9914,2
85317,2
23626,2
84249,2
23460,2
92749,2
440515,2
4340,2
56103,2
80127,2
84954,2
219770,2
143662,2
8356,2
150590,2
5030,2
84873,2
64799,2
8128,2
22904,2
50617,2
4917,2
169611,2
158326,2
2986,2
375704,2
57055,2
167410,2
5251,2
10242,2
151827,2
1240,2
139760,2
79668,2
148170,2
869,2
339804,2
90768,2
28834,2
8708,2
27239,2
22835,2
151525,2
778,2
911,2
151295,2
143903,2
10877,2
79903,2
56920,2
1524,2
129521,2
389658,2
353219,2
9194,2
10578,2
9720,2
255239,2
353091,2
54885,2
56133,2
9976,2
162681,2
54210,2
10744,2
152015,2
27189,2
11240,2
127059,2
114902,2
9719,2
25775,2
200634,2
729862,2
57528,2
51393,2
339541,2
728911,2
153572,2
57054,2
8564,2
114780,2
6492,2
50839,2
2847,2
7369,2
57205,2
157807,2
80114,2
2693,2
91074,2
286319,2
142937,2
121256,2
256227,2
1607,2
9496,2
58503,2
5171,2
2565,2
90639,2
163255,2
26279,2
79679,2
2981,2
374946,2
401994,2
79145,2
266629,2
56171,2
374918,2
1087,2
100130932,2
403244,2
51312,2
222236,2
5067,2
401399,2
101243544,2
55331,2
140832,2
387718,2
3950,2
2797,2
201514,2
260436,2
119467,2
29802,2
10718,2
2838,2
10316,2
256051,2
8938,2
199704,2
147906,2
199870,2
641372,2
9068,2
486,2
84264,2
10964,2
3237,2
55647,2
100529251,2
115584,2
146723,2
54020,2
79192,2
51332,2
3274,2
83552,2
6555,2
342372,2
259215,2
164284,2
1549,2
127124,2
79134,2
1521,2
83401,2
84701,2
11055,2
2840,2
126859,2
57451,2
10655,2
260293,2
5670,2
148198,2
79998,2
22996,2
128989,2
8339,2
8909,2
284307,2
29901,2
119016,2
375593,2
57124,2
50487,2
388567,2
54877,2
80316,2
196264,2
401250,2
22801,2
165,2
8701,2
56111,2
6580,2
339829,2
378950,2
149840,2
56656,2
56301,2
50854,2
3902,2
6283,2
83756,2
51351,2
11185,2
284083,2
285368,2
79646,2
3982,2
122042,2
114783,2
201501,2
6554,2
5078,2
11314,2
63946,2
8712,2
92691,2
124152,2
7173,2
134111,2
11093,2
10417,2
27010,2
388121,2
1557,2
123720,2
56101,2
23015,2
2703,2
26871,2
57214,2
29989,2
284040,2
113746,2
146227,2
26748,2
149095,2
27294,2
148979,2
254228,2
389799,2
8989,2
338567,2
80031,2
283514,2
283165,2
89872,2
100529141,2
93517,2
5169,2
57615,2
10077,2
8995,2
56180,2
26025,2
10795,2
49861,2
1056,2
79144,2
255119,2
4717,2
200504,2
100506736,2
107,2
10692,2
162966,2
79094,2
391002,2
167555,2
388701,2
3820,2
285533,2
80164,2
641339,2
57570,2
9607,2
80740,2
51751,2
57587,2
2916,2
165082,2
162137,2
729408,2
58476,2
54741,2
728013,2
100528064,2
283232,2
80217,2
100507714,2
150290,2
112611,2
377841,2
401172,2
64693,2
123264,2
80274,2
653316,2
554236,2
11153,2
219983,2
222171,2
7475,2
160419,2
2741,2
152831,2
795,2
91355,2
221481,2
340307,2
284912,2
255027,2
8354,2
138162,2
202374,2
256356,2
56977,2
6345,2
132332,2
6038,2
84650,2
363,2
79690,2
80161,2
441925,2
56900,2
84913,2
80115,2
26033,2
151126,2
28823,2
55065,2
146850,2
4974,2
26281,2
2712,2
377677,2
474354,2
392862,2
11255,2
196549,2
420,2
401509,2
57589,2
492311,2
2558,2
114899,2
1135,2
6336,2
83884,2
28959,2
7060,2
81025,2
54848,2
8330,2
2086,1
51458,1
255025,1
8632,1
23768,1
548645,1
360030,1
222967,1
283748,1
727738,1
284129,1
123775,1
160492,1
728318,1
162998,1
340390,1
55821,1
159963,1
150280,1
57586,1
150946,1
100527963,1
442867,1
222183,1
340595,1
201780,1
651746,1
404203,1
653073,1
286234,1
503542,1
10279,1
282770,1
127254,1
3012,1
205717,1
122945,1
100526832,1
84239,1
100652775,1
390999,1
10046,1
221914,1
55289,1
388523,1
256536,1
2657,1
256957,1
206338,1
196385,1
57165,1
26166,1
100505879,1
8388,1
83597,1
57408,1
100133220,1
79819,1
51289,1
346,1
161357,1
53630,1
8367,1
10944,1
9543,1
147949,1
162073,1
375759,1
652972,1
339906,1
3283,1
84871,1
51471,1
90011,1
2436,1
55350,1
389852,1
81621,1
27198,1
55908,1
643904,1
85414,1
6939,1
844,1
84891,1
441869,1
129530,1
57835,1
30816,1
441315,1
200810,1
171484,1
6369,1
100381270,1
286207,1
152078,1
9959,1
400120,1
390748,1
200312,1
1596,1
9723,1
285343,1
4829,1
28882,1
5024,1
1379,1
729603,1
55130,1
147664,1
63910,1
10660,1
114915,1
654790,1
389383,1
126204,1
339263,1
254050,1
6524,1
196743,1
84503,1
340529,1
727830,1
389058,1
79703,1
3539,1
115019,1
374739,1
440957,1
389125,1
90527,1
100271927,1
653720,1
116337,1
390598,1
23416,1
23620,1
137970,1
646603,1
286144,1
80731,1
91461,1
284723,1
285267,1
387496,1
57719,1
285016,1
151449,1
26740,1
2766,1
6330,1
8973,1
136259,1
54626,1
7503,1
11341,1
27094,1
390113,1
125111,1
257044,1
729974,1
90736,1
340654,1
9283,1
374467,1
9287,1
63895,1
85026,1
221091,1
375337,1
728386,1
100132396,1
27328,1
338094,1
441234,1
10388,1
440044,1
54953,1
646309,1
134145,1
57829,1
204474,1
10265,1
55343,1
219578,1
101060200,1
114881,1
53827,1
26595,1
149954,1
100008586,1
340152,1
150763,1
222950,1
4256,1
163720,1
100287362,1
80024,1
123904,1
10050,1
199800,1
284100,1
401612,1
389763,1
79652,1
136332,1
84189,1
9284,1
255631,1
120787,1
2667,1
730262,1
340260,1
7455,1
203238,1
93377,1
91646,1
115350,1
150221,1
219972,1
401474,1
57497,1
54587,1
391365,1
6476,1
79748,1
157695,1
5383,1
140873,1
388289,1
163778,1
26285,1
392490,1
80059,1
100293516,1
374875,1
25849,1
25858,1
728071,1
9365,1
401262,1
375719,1
353088,1
389072,1
440348,1
154754,1
100874392,1
729262,1
387890,1
51733,1
122258,1
90316,1
574537,1
170691,1
375850,1
27112,1
375133,1
3497,1
245911,1
84623,1
317671,1
11024,1
65249,1
57415,1
401288,1
654364,1
4588,1
81832,1
112703,1
653308,1
56660,1
114038,1
265,1
84791,1
780776,1
406891,1
85318,1
27177,1
51673,1
8363,1
1357,1
79645,1
158584,1
100532731,1
26692,1
66035,1
55370,1
401447,1
84226,1
267012,1
7776,1
56624,1
27146,1
2878,1
28387,1
23562,1
151790,1
7594,1
91966,1
7012,1
112885,1
9426,1
255403,1
161931,1
29063,1
728118,1
652991,1
83943,1
51054,1
728392,1
90050,1
400360,1
79295,1
145376,1
80343,1
441509,1
10638,1
170067,1
56985,1
404217,1
255180,1
54329,1
255231,1
80763,1
100289087,1
65121,1
9153,1
729330,1
55539,1
10786,1
389206,1
26070,1
89792,1
9082,1
255082,1
828,1
55321,1
728498,1
407975,1
56833,1
373856,1
284339,1
648791,1
441294,1
9480,1
445372,1
55997,1
10816,1
7363,1
219453,1
50856,1
28638,1
83604,1
63906,1
339970,1
100271715,1
23057,1
727751,1
253152,1
728276,1
260294,1
729877,1
100129583,1
283116,1
54436,1
166815,1
10721,1
219982,1
441525,1
81870,1
90167,1
64232,1
8351,1
254158,1
122616,1
339512,1
100507203,1
246777,1
645073,1
100288695,1
389384,1
26476,1
219539,1
135946,1
402135,1
100303755,1
285051,1
150709,1
643699,1
645958,1
2524,1
3808,1
131540,1
3231,1
54798,1
286423,1
220296,1
79825,1
6781,1
200150,1
284382,1
148641,1
10234,1
91120,1
150538,1
338661,1
339456,1
150365,1
24146,1
54328,1
284348,1
166012,1
145757,1
23531,1
26659,1
10610,1
285335,1
59352,1
26251,1
8320,1
83450,1
100996331,1
5032,1
255101,1
8390,1
338440,1
113622,1
51249,1
729092,1
28442,1
139221,1
55146,1
256643,1
340526,1
388112,1
257106,1
5158,1
1310,1
57549,1
201305,1
57030,1
542767,1
79345,1
100526693,1
53344,1
284521,1
147670,1
445347,1
114987,1
66004,1
165530,1
729528,1
388722,1
6025,1
389766,1
26735,1
644974,1
26716,1
51093,1
81553,1
8515,1
117289,1
353149,1
23514,1
390443,1
442028,1
200132,1
84839,1
9177,1
10485,1
154089,1
26974,1
730291,1
643988,1
3248,1
254879,1
442578,1
3834,1
84278,1
402176,1
116969,1
113763,1
653659,1
56109,1
84210,1
123346,1
92126,1
9906,1
285195,1
53336,1
10800,1
203190,1
255743,1
64208,1
81491,1
